,Account,Zip,Hm_Start_Dt,Channel_Type_Cd,Auto_Ship_Ind,Internal_Decor,Interior_Decor_Signage_Available_Funds,LMS_Enrolled,LMS_Available_Matching_Funds,LMS_Used_Funds_Most_Recent_3_Months,LMS_Used_Funds_Previous_3_Months,Open_Smart,PIP_Program,KYN_Training,PQS_Program,Last_EQuIPP_Login,PQS_Enrolled_Date,SCS_Program,Spar_Coverage_Ind,Specialty_Solutions,Vaccine_Items,Vaccine_Starter,Vaccine_Items_Count,Vaccine_Items_Sls_Amt,YPO,Tot_Sls_Amt,Brand_Rx_Sls_Amt,Gnrc_Rx_Sls_Amt,Os_Gnrc_Rx_Sls_Amt,Otc_Sls_Amt,IS_HID,340B_Active,Profitability,Annual_Dispense_Fee_Total,Macro_PID,Script_Count,Capture_Rate,Specialty_Spend,Specialty_Product_Purchases,Generic,Brand,Generic_Ratio,DLC_Program_encoded,FEM_Program_encoded,HM_Circular_Program_encoded,PQS_Enrolled_encoded,ST_encoded,Pog_Code_Name_encoded,DC_Name_encoded,Bus_Type_Desc_encoded,Region_encoded,PSAO_Expanded_encoded,Buying_Group_encoded,Chain_Name_encoded,Region_Name_encoded,Salesperson_encoded,AH_Program_encoded,OTC_Front-end_Size_encoded,MRA_Program_Type_-_Active_AH_encoded,Msa_Dma_encoded,Signage_Program_encoded,3rd_Party_Vendor_encoded,Hospital_Associated_encoded
4831,759625,83316,734164,30,1,0,0.0,1,8400.0,0,0,0,1,720624,1,736625,735335,1,1,0,1,0,4.0,3226.5,0,228245.0,140332.0,8121.0,68125.0,11667.0,1,1,0.0,0.0,2923.0,0.0,0.0,282721.64,204.0,0.0,0.0,0.0,0,0,1,0,13,6,20,0,3,0,17,39,23,90,0,1,3,172,0,6,12
3928,175175,96021,735845,30,0,0,1353.0,1,2400.0,0,0,0,0,735849,1,736265,736137,0,0,0,0,0,0.0,0.0,1,179531.0,146193.0,7684.0,18631.0,7022.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,4,2,21,0,3,0,17,37,23,42,0,6,8,199,1,18,5
154,83581,74421,735654,30,0,0,2500.0,1,1200.0,0,0,0,0,720624,0,736545,735464,0,1,0,0,0,0.0,0.0,0,71060.0,59550.0,4168.0,5694.0,1648.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,36,6,17,0,2,16,17,38,31,6,3,2,7,131,1,18,15
57,824980,48126,733762,30,0,0,2500.0,0,0.0,0,0,0,0,735493,1,736174,735519,1,0,0,0,0,0.0,0.0,0,145768.0,113262.0,5373.0,24091.0,3042.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,22,6,8,1,0,0,17,36,40,2,0,5,8,6,3,18,15
3982,962719,21851,733169,30,0,1,1615.0,1,100.0,1,1,0,0,720624,1,720624,735317,1,1,0,0,0,0.0,0.0,0,22974.0,20654.0,171.0,1219.0,930.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,20,2,3,0,1,0,17,33,23,103,0,0,8,72,1,18,15
4560,106559,44484,732585,30,0,1,0.0,1,1200.0,0,0,0,0,735395,1,736524,735402,1,1,0,1,0,2.0,239.69,0,84355.0,72996.0,1054.0,1082.0,9223.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,35,2,25,0,1,0,17,37,23,122,0,0,3,37,0,18,15
2349,79793,48092,735624,30,0,0,2500.0,1,1200.0,0,0,0,0,736311,1,736380,736338,0,1,0,1,0,3.0,6363.75,1,177238.0,146348.0,2682.0,23408.0,4801.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,22,6,8,0,0,0,10,22,23,61,0,5,8,6,2,18,15
1066,939224,72116,734904,30,1,1,603.0,1,1200.0,0,0,0,1,735309,1,736550,735317,1,1,0,1,0,1.0,188.8,0,331918.0,244399.0,4823.0,74387.0,8309.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,2,2,14,0,2,0,0,2,23,28,0,2,8,142,1,18,15
362,15610,51105,732616,30,1,1,0.0,1,0.0,1,1,0,1,735344,1,736626,735353,1,1,0,1,0,2.0,2292.84,0,387165.0,290944.0,3914.0,79135.0,13172.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,12,2,11,0,0,0,17,38,23,18,0,3,3,98,1,0,1
2835,413496,67663,735488,30,0,0,2500.0,1,4800.0,0,0,0,0,720624,0,736608,735344,1,0,0,0,0,0.0,0.0,0,132672.0,104739.0,4764.0,17666.0,5503.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,16,2,17,0,2,16,17,39,27,54,4,6,7,135,1,6,0
2347,68308,48089,736242,30,0,0,2500.0,1,1200.0,0,0,0,0,736306,1,720624,735808,1,0,0,0,0,0.0,0.0,0,3637.0,1015.0,0.0,184.0,2438.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,22,6,8,10,0,0,17,39,23,61,0,6,3,6,1,18,15
83,83242,92352,735853,30,0,0,624.0,1,1200.0,0,1,0,0,736208,1,720624,736269,1,1,0,0,0,0.0,0.0,1,40824.0,30715.0,1608.0,6749.0,1752.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,4,2,12,0,3,0,17,39,23,4,0,4,8,185,1,18,15
3151,713746,95823,736616,30,0,0,2500.0,0,0.0,0,0,1,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,48074.0,40038.0,659.0,2944.0,4433.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,4,2,21,0,3,3,17,39,23,85,4,6,8,197,3,18,15
3484,649611,11220,736399,30,0,0,2000.0,1,0.0,0,0,0,0,720624,0,720624,735556,0,0,0,0,0,0.0,0.0,0,296280.0,211680.0,12822.0,67354.0,4424.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,34,6,15,0,1,2,17,36,40,92,4,6,7,2,3,18,15
1179,49007,34994,732371,30,0,0,2500.0,1,1000.0,1,1,0,0,735310,1,736607,735353,1,1,0,1,0,1.0,69.39,1,126642.0,77609.0,3540.0,38870.0,6623.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,9,2,24,0,2,0,0,1,23,32,0,2,3,49,1,18,15
2647,247678,31825,735928,30,0,0,2500.0,1,1200.0,1,1,0,0,720624,0,736626,735410,0,0,0,1,0,3.0,1320.38,0,197806.0,139255.0,5249.0,40715.0,12587.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,10,2,4,0,2,0,0,2,23,44,0,6,7,23,1,1,1
1070,66527,8816,736082,30,0,0,2000.0,1,983.0,1,1,0,0,720624,0,720624,720624,0,1,0,1,0,1.0,695.7,0,153421.0,125463.0,5666.0,19689.0,2603.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,31,1,15,0,1,0,29,20,37,29,0,4,8,2,1,18,15
758,252938,11803,735990,30,0,0,0.0,1,1200.0,0,0,0,0,736033,1,736192,735303,1,1,0,0,0,0.0,0.0,0,162205.0,124237.0,7819.0,23500.0,6649.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,34,2,15,0,1,0,11,25,37,19,0,4,8,2,0,18,15
424,59931,2835,732586,30,1,1,0.0,1,1200.0,0,0,0,1,735318,1,736621,735335,1,1,0,0,1,0.0,0.0,1,208057.0,137889.0,4253.0,47495.0,18420.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,39,2,23,0,1,0,17,34,25,11,0,1,2,22,1,18,15
1396,984799,21120,734077,30,1,0,0.0,1,1040.0,1,1,0,1,735351,1,736527,735367,1,1,0,0,0,0.0,0.0,0,391646.0,348317.0,5929.0,9705.0,27695.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,20,2,3,0,1,6,10,23,23,36,4,1,7,13,0,18,15
2961,189502,74743,735671,30,1,0,2306.0,1,1144.0,1,1,0,0,736022,1,736571,735554,0,1,0,0,0,0.0,0.0,0,209024.0,142758.0,5802.0,46179.0,14285.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,36,2,17,0,2,16,17,34,31,56,3,2,7,124,1,16,1
4762,14284,90012,734073,30,0,1,445.0,1,0.0,0,0,0,0,735553,1,736522,735673,0,0,0,1,0,2.0,1206.86,0,298727.0,251870.0,6920.0,30440.0,9497.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,4,1,12,0,3,0,17,36,23,120,0,4,2,185,3,18,15
156,99050,74346,732736,30,0,1,1911.0,0,1200.0,0,0,0,0,720624,0,720624,735464,1,1,0,0,0,0.0,0.0,0,121361.0,92046.0,4962.0,20364.0,3988.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,36,2,17,0,2,16,17,39,31,6,3,2,7,131,1,18,15
274,249207,48124,735591,30,1,0,1755.0,1,0.0,0,0,0,0,720624,1,720624,735800,0,1,0,0,0,0.0,0.0,0,121381.0,115836.0,1813.0,2343.0,1388.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,22,2,8,0,0,0,17,36,40,8,0,2,8,6,3,18,15
2747,977427,75224,735300,30,0,0,2500.0,0,0.0,0,0,0,0,736158,0,720624,720624,0,0,0,0,0,0.0,0.0,0,140644.0,92368.0,2127.0,25454.0,20694.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,43,3,17,0,2,0,0,1,4,71,0,5,8,97,3,18,15
248,936474,77386,734660,30,0,0,185.0,0,0.0,0,0,0,0,736419,0,736352,735464,0,0,0,0,0,0.0,0.0,0,27913.0,19912.0,629.0,5650.0,1721.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,43,2,2,2,2,16,17,37,23,7,4,3,7,94,3,18,15
560,237159,36345,735998,30,1,0,2500.0,1,1200.0,1,1,0,0,735997,1,736621,735975,0,1,0,0,0,0.0,0.0,0,203320.0,129573.0,3805.0,55334.0,14608.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,1,4,4,1,2,0,0,2,23,13,0,1,7,86,1,18,15
1677,350955,40006,734728,30,1,1,0.0,1,473.0,1,1,0,1,735319,1,736544,735331,1,0,0,0,0,0.0,0.0,1,113997.0,75545.0,1930.0,29920.0,6602.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,17,2,16,0,0,0,1,7,23,109,0,1,3,30,1,15,0
4041,371902,34667,733926,30,0,1,0.0,1,1190.0,1,1,0,0,735484,1,736614,735493,1,0,0,0,0,0.0,0.0,0,53092.0,38927.0,2611.0,10259.0,1294.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,0,9,2,24,0,2,0,17,38,23,105,0,4,8,40,0,18,15
3744,714123,39520,736539,30,0,0,2500.0,0,0.0,0,0,1,0,720624,0,720624,736398,0,0,0,1,0,1.0,167.84,0,52803.0,38053.0,399.0,13292.0,1059.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,25,2,4,0,2,1,0,1,23,98,1,6,7,96,3,18,15
3475,558917,11233,736168,30,0,0,1382.0,1,1200.0,0,0,0,1,736182,1,736442,736199,1,1,0,0,0,0.0,0.0,0,13827.0,9932.0,11.0,2002.0,1881.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,34,6,15,0,1,0,29,19,23,92,0,1,3,2,1,18,15
2698,330562,75409,735552,30,0,0,2500.0,1,1200.0,0,0,0,0,735737,1,736607,735750,0,1,0,0,0,0.0,0.0,0,139070.0,119244.0,3766.0,11187.0,4873.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,43,2,2,0,2,0,11,25,30,71,0,1,8,97,1,18,15
1924,66215,29325,735244,30,0,0,2046.0,1,1200.0,0,0,0,1,735362,1,735899,735374,1,1,0,0,0,0.0,0.0,0,141381.0,111287.0,3602.0,24365.0,2128.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,40,2,13,0,2,1,0,0,23,51,1,1,7,65,1,18,15
4242,219457,40422,735836,30,1,0,624.0,1,387.0,1,1,0,0,735902,1,736622,735571,0,1,0,1,0,1.0,536.62,1,238962.0,173420.0,3091.0,51776.0,10675.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,17,2,16,0,0,0,1,7,6,109,0,0,2,42,1,18,15
1175,996693,66018,735375,30,0,0,1271.0,1,1200.0,0,1,0,0,735456,1,736618,735474,1,1,0,0,0,0.0,0.0,0,124435.0,86882.0,10035.0,24664.0,2854.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,16,6,22,0,0,0,17,36,38,31,0,0,3,92,2,18,15
1834,386836,7512,735810,30,0,0,2500.0,1,4800.0,0,0,0,0,736048,1,736621,736059,0,1,0,0,0,0.0,0.0,0,112981.0,88959.0,1648.0,19381.0,2994.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,31,2,15,0,1,0,29,20,34,48,0,4,2,2,1,18,15
2623,94714,44432,732556,30,0,1,0.0,1,1200.0,0,0,0,0,735351,1,736621,735374,1,1,0,1,0,1.0,69.17,0,143375.0,102484.0,3409.0,32309.0,5174.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,35,2,25,0,1,0,17,38,23,70,0,0,5,37,0,18,15
357,635953,1085,735425,30,1,0,2500.0,1,1200.0,0,0,0,0,735436,1,736618,735451,0,1,0,0,0,0.0,0.0,0,321495.0,216921.0,11174.0,81041.0,12359.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,19,4,23,0,1,0,17,37,25,9,0,3,8,44,1,18,15
3979,630609,95993,736227,30,0,0,2000.0,1,2356.0,1,0,0,0,736226,1,736499,736289,1,1,1,0,1,0.0,0.0,1,480387.0,373693.0,23018.0,61150.0,22525.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,4,2,21,0,3,0,17,36,23,42,0,4,2,197,1,0,1
142,588532,1826,736287,30,0,0,1113.0,1,225.0,1,1,0,0,736343,1,736619,736361,0,1,0,0,1,0.0,0.0,1,10422.0,7187.0,403.0,1191.0,1642.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,19,2,0,0,1,0,17,37,25,5,0,1,8,7,1,18,15
430,160270,11207,735493,30,1,0,0.0,1,1200.0,0,1,0,1,735688,1,720624,735722,1,1,0,0,0,0.0,0.0,0,99605.0,76340.0,1662.0,8776.0,12828.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,34,4,15,0,1,0,11,24,23,11,0,2,2,2,1,18,15
1334,62320,35501,735430,30,1,0,2115.0,1,1200.0,0,0,0,1,735499,1,736214,735488,1,0,0,0,0,0.0,0.0,0,81977.0,56936.0,1966.0,20943.0,2132.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,2,4,0,2,1,0,2,23,35,1,0,7,102,1,18,15
1632,969986,62062,733659,30,0,1,0.0,1,1183.0,1,1,0,1,735320,1,736620,735331,1,1,1,0,0,0.0,0.0,1,181993.0,132618.0,1023.0,37882.0,10469.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,14,6,22,0,0,0,0,1,23,101,0,1,2,87,0,18,1
4135,19522,30549,734164,30,0,1,0.0,1,75.0,1,1,0,0,735414,1,736627,735331,1,1,0,1,0,2.0,334.8,0,139272.0,101167.0,672.0,27225.0,10208.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,10,2,13,0,2,1,0,2,5,107,1,3,7,25,1,18,15
1745,714487,25570,736601,30,0,0,2500.0,0,400.0,0,0,1,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,30655.0,22397.0,1718.0,4931.0,1609.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,49,6,16,8,0,1,0,1,23,112,1,6,7,62,3,18,1
3132,187626,96021,736040,30,0,0,1013.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,16889.0,11520.0,563.0,3838.0,968.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,4,2,21,0,3,0,17,39,23,85,0,2,8,199,3,18,15
12,22587,48146,736017,30,0,0,2500.0,0,1200.0,0,0,0,0,720624,1,736598,735984,0,0,0,0,0,0.0,0.0,0,145397.0,135808.0,2504.0,5904.0,1180.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,22,6,8,0,0,0,17,36,40,2,0,6,8,6,2,18,15
686,774204,78748,736609,30,0,0,2500.0,0,0.0,0,0,1,0,736613,1,720624,720624,0,0,0,0,1,0.0,0.0,0,14742.0,5382.0,736.0,3350.0,5274.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,43,6,2,0,2,0,17,37,23,15,0,6,8,107,3,18,15
2992,774172,47630,736606,30,0,0,2500.0,1,0.0,0,0,1,0,736596,1,720624,720624,0,0,0,0,0,0.0,0.0,0,473.0,0.0,136.0,336.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,15,2,22,0,0,0,1,6,6,78,0,6,8,119,1,18,15
1311,568117,53208,734848,30,0,0,0.0,1,7529.0,1,1,0,0,720624,1,736620,735331,1,0,0,0,0,0.0,0.0,0,218518.0,181104.0,6341.0,22914.0,8158.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,48,1,10,0,0,0,17,36,40,34,0,4,3,93,0,18,15
3654,954276,76054,735067,30,0,1,2249.0,1,1200.0,0,1,0,1,735393,1,735743,735402,1,0,1,1,0,3.0,434.44,0,51319.0,28825.0,6380.0,15425.0,689.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,43,2,17,0,2,0,0,1,4,95,0,0,8,97,1,18,15
2020,282822,44683,733143,30,0,1,0.0,1,1200.0,0,0,0,1,735368,1,736612,735380,1,1,0,1,0,3.0,1896.46,1,307582.0,222608.0,7823.0,57300.0,19852.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,35,2,25,0,1,0,17,37,23,53,0,0,3,11,0,18,15
2616,932159,93271,735083,30,1,0,2500.0,1,1200.0,0,0,0,0,735316,1,736618,735331,1,0,0,0,0,0.0,0.0,0,88148.0,62939.0,1530.0,18256.0,5423.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,4,2,21,0,3,0,17,37,23,69,0,1,3,198,0,18,15
2096,227950,6708,733476,30,0,1,0.0,1,26.0,1,1,0,1,735430,1,736622,735656,1,1,0,1,0,3.0,1762.16,1,624225.0,489564.0,10407.0,99885.0,24369.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,6,2,23,0,1,0,17,33,25,111,0,1,2,34,1,9,1
3230,485904,73858,732761,30,0,0,0.0,0,1200.0,0,0,0,0,720624,0,736436,720624,1,1,0,0,0,0.0,0.0,0,77909.0,56558.0,1303.0,13065.0,6983.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,36,2,17,0,2,16,17,34,31,87,3,3,7,120,1,18,15
4786,400930,90249,736018,30,0,0,2500.0,0,0.0,0,0,0,0,720624,1,736131,736023,1,0,0,0,0,0.0,0.0,0,3091.0,712.0,219.0,1461.0,698.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,4,6,12,0,3,0,17,36,23,120,0,6,8,185,3,18,15
3783,746260,35648,736385,30,0,0,2000.0,1,1200.0,0,0,0,0,736572,0,736375,736066,1,0,0,0,0,0.0,0.0,0,153577.0,113802.0,1645.0,34599.0,3531.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,1,2,4,0,2,0,0,1,23,99,0,6,7,140,1,18,15
997,461249,19454,736070,30,0,0,1016.0,1,1200.0,0,0,0,0,736113,1,736342,736289,0,1,0,0,0,0.0,0.0,0,19433.0,13265.0,2876.0,334.0,2959.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,38,2,15,0,1,0,17,37,23,26,0,1,8,5,1,18,15
4379,754367,8701,736495,30,0,0,1500.0,0,1000.0,0,0,0,0,720624,0,736103,735410,0,1,0,0,0,0.0,0.0,0,152795.0,102541.0,5904.0,27561.0,16790.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,31,6,15,0,1,6,11,25,18,111,4,2,7,2,1,18,15
1529,190816,90057,735488,30,1,0,1016.0,1,0.0,0,0,0,0,735521,1,736452,735582,0,1,0,0,0,0.0,0.0,0,114557.0,101596.0,2116.0,6716.0,4129.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,4,0,12,0,3,0,17,36,23,39,0,4,2,185,3,18,15
3835,33084,63118,735906,30,0,0,2500.0,1,1103.0,1,1,0,1,736064,1,736622,736073,1,1,1,1,0,1.0,166.71,0,242082.0,170366.0,10204.0,53579.0,7933.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,24,2,22,0,0,9,17,39,23,101,4,0,7,87,1,18,15
2827,714056,37312,736441,30,0,0,6.0,1,483.0,1,1,1,1,720624,1,736626,735438,1,0,0,1,0,1.0,2778.72,1,371316.0,293450.0,4176.0,60725.0,12966.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,42,6,4,2,2,0,0,2,23,73,0,6,2,71,2,18,15
653,199649,78745,735831,30,0,0,2000.0,1,1200.0,0,0,0,0,736082,0,720624,720624,0,0,0,0,0,0.0,0.0,1,209873.0,-2543.0,6140.0,205858.0,418.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,43,6,2,0,2,0,0,1,23,15,0,6,8,107,2,18,15
1509,770281,35212,734255,30,1,0,2127.0,0,1200.0,0,0,0,0,720624,0,720624,735488,1,1,0,1,0,1.0,218.66,0,100904.0,70514.0,1378.0,18409.0,10603.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,1,6,4,0,2,1,0,1,23,38,1,1,7,102,1,18,15
3424,375894,38901,732650,30,0,1,1121.66,1,1200.0,0,0,0,0,720624,1,736508,735589,0,1,0,1,0,5.0,1779.35,0,136831.0,99900.0,2661.0,29874.0,4396.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,25,2,14,0,2,0,0,1,23,91,0,4,3,117,1,18,15
3504,31700,30064,735258,30,0,1,2500.0,1,8000.0,0,1,0,1,720624,1,736551,735295,1,1,0,1,0,2.0,333.94,0,18138.0,3993.0,310.0,10420.0,3416.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,10,2,13,0,2,1,0,2,23,93,1,1,7,25,1,18,15
1892,35089,15656,732556,30,1,1,0.0,1,2226.0,1,1,0,1,735285,1,736621,735303,1,0,0,1,0,6.0,2709.5,1,318004.0,243312.0,6076.0,55061.0,13555.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,38,2,25,0,1,0,17,39,23,53,0,3,2,9,1,19,3
194,8200,77598,735153,30,0,0,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,328243.0,314655.0,5408.0,6188.0,1993.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1,43,6,2,1,2,0,0,1,4,7,0,5,8,94,3,18,15
555,753239,63755,734099,30,0,1,0.0,1,200.0,1,1,0,0,735390,1,736535,735261,1,1,0,1,0,2.0,2497.79,0,329259.0,240249.0,7741.0,65438.0,15831.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,24,2,22,0,0,0,19,41,40,31,0,4,8,104,1,0,1
2945,762280,35811,733524,30,0,0,0.0,1,0.0,1,1,0,1,720624,0,736537,735488,1,0,0,0,1,0.0,0.0,0,122240.0,91342.0,1366.0,26437.0,3094.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,1,2,4,0,2,1,0,1,23,77,1,5,7,140,0,18,15
189,769526,74021,736566,30,1,0,2500.0,0,600.0,0,0,0,0,735627,0,736314,720624,0,1,0,0,0,0.0,0.0,0,186041.0,149777.0,6859.0,20461.0,8944.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,36,2,17,0,2,16,17,37,31,6,3,6,7,131,1,18,15
11,21755,43605,735389,30,0,0,2500.0,1,0.0,0,0,0,1,735922,1,736591,735424,1,1,0,1,0,1.0,0.0,0,380247.0,336687.0,2705.0,30041.0,10814.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,35,6,16,0,0,0,10,22,23,2,0,2,8,48,3,18,15
3850,336280,61326,735261,30,0,0,2500.0,0,1200.0,0,0,0,0,735635,1,736534,735659,1,1,0,1,0,1.0,212.14,0,65282.0,35930.0,2440.0,24108.0,2805.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,14,6,10,0,0,2,17,39,23,101,4,2,7,133,1,18,15
4265,425661,42129,735870,30,0,0,2075.0,1,1200.0,0,0,0,0,736139,1,736235,735582,0,0,0,0,0,0.0,0.0,0,44163.0,29062.0,190.0,13201.0,1709.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,17,6,16,0,0,0,1,6,23,109,0,6,8,156,2,18,15
